[457, 114, 9, 7, 50, 85, 5, 30, 750, 267, 5, 30, 800, 450]; 1
[465, 121, 9, 7, 50, 92, 5, 30, 750, 274, 5, 30, 800, 450]; 1
[474, 128, 9, 7, 50, 99, 5, 30, 750, 281, 5, 30, 800, 450]; 1
[483, 135, 9, 7, 50, 106, 5, 30, 750, 288, 5, 30, 800, 450]; 1
[492, 143, 9, 7, 50, 113, 5, 30, 750, 295, 5, 30, 800, 450]; 1
[501, 150, 9, 7, 50, 120, 5, 30, 750, 302, 5, 30, 800, 450]; 1
[509, 157, 9, 7, 50, 127, 5, 30, 750, 309, 5, 30, 800, 450]; 1
[518, 164, 9, 7, 50, 134, 5, 30, 750, 316, 5, 30, 800, 450]; 1
[527, 171, 9, 7, 50, 141, 5, 30, 750, 323, 5, 30, 800, 450]; 1
[536, 179, 9, 7, 50, 148, 5, 30, 750, 330, 5, 30, 800, 450]; 1
[545, 186, 9, 7, 50, 155, 5, 30, 750, 337, 5, 30, 800, 450]; 1
[554, 193, 9, 7, 50, 162, 5, 30, 750, 344, 5, 30, 800, 450]; 1
[562, 200, 9, 7, 50, 169, 5, 30, 750, 351, 5, 30, 800, 450]; 1
[571, 208, 9, 7, 50, 176, 5, 30, 750, 358, 5, 30, 800, 450]; 0
[580, 215, 9, 7, 50, 183, 5, 30, 750, 358, 5, 30, 800, 450]; 0
[589, 222, 9, 7, 50, 190, 5, 30, 750, 358, 5, 30, 800, 450]; 0
[598, 229, 9, 7, 50, 197, 5, 30, 750, 358, 5, 30, 800, 450]; 0
[606, 237, 9, 7, 50, 204, 5, 30, 750, 358, 5, 30, 800, 450]; 0
[615, 244, 9, 7, 50, 211, 5, 30, 750, 358, 5, 30, 800, 450]; 0
[624, 251, 9, 7, 50, 218, 5, 30, 750, 358, 5, 30, 800, 450]; 0
[633, 258, 9, 7, 50, 225, 5, 30, 750, 358, 5, 30, 800, 450]; 0
[642, 266, 9, 7, 50, 232, 5, 30, 750, 358, 5, 30, 800, 450]; 0
[650, 273, 9, 7, 50, 239, 5, 30, 750, 358, 5, 30, 800, 450]; 0
[659, 280, 9, 7, 50, 246, 5, 30, 750, 358, 5, 30, 800, 450]; 0
[668, 287, 9, 7, 50, 253, 5, 30, 750, 358, 5, 30, 800, 450]; 0
[677, 295, 9, 7, 50, 260, 5, 30, 750, 358, 5, 30, 800, 450]; 0
[686, 302, 9, 7, 50, 267, 5, 30, 750, 358, 5, 30, 800, 450]; 0
[694, 309, 9, 7, 50, 274, 5, 30, 750, 358, 5, 30, 800, 450]; 0
[703, 316, 9, 7, 50, 281, 5, 30, 750, 358, 5, 30, 800, 450]; 0
[712, 323, 9, 7, 50, 288, 5, 30, 750, 358, 5, 30, 800, 450]; 0
[721, 331, 9, 7, 50, 295, 5, 30, 750, 358, 5, 30, 800, 450]; 0
[730, 338, 9, 7, 50, 302, 5, 30, 750, 358, 5, 30, 800, 450]; 0
